"X","summary","fkre.GOLD","fkgl.GOLD","fogi.GOLD","smog.GOLD","cole.GOLD","auto.GOLD","t_word.GOLD","t_stopword.GOLD","t_punct.GOLD","t_syll.GOLD","t_syll2.GOLD","t_syll3.GOLD","t_uword.GOLD","t_sent.GOLD","t_char.GOLD","t_kup.GOLD","t_bry.GOLD","t_subtlex_us_zipf.GOLD","t_n_ent_law.GOLD","summary_generated","fkre.GEN","fkgl.GEN","fogi.GEN","smog.GEN","cole.GEN","auto.GEN","t_word.GEN","t_stopword.GEN","t_punct.GEN","t_syll.GEN","t_syll2.GEN","t_syll3.GEN","t_uword.GEN","t_sent.GEN","t_char.GEN","t_kup.GEN","t_bry.GEN","t_subtlex_us_zipf.GEN","t_n_ent_law.GEN"
2817,"Critical Minerals and Materials Promotion Act of 2011 - Directs the Secretary of the Interior, acting through the United States Geological Survey (USGS), to establish a research and development program to: (1) provide data and scientific analyses for research on, and assessments of the potential for, undiscovered and discovered resources of critical minerals and materials in the United States and other countries; (2) analyze and assess current and future critical minerals and materials supply chains; and (3) cooperate with international partners to ensure that the research and assessment programs provide analyses of the global supply chain of critical minerals and materials.

Directs the Secretary of Energy (DOE) to conduct a research, development, and demonstration program to strengthen the domestic critical minerals and materials supply chain for clean energy technologies, and to ensure the long-term, secure, and sustainable supply of critical minerals and materials sufficient to strengthen the national security and meet the clean energy production needs of the United States.

Directs the Secretary of Energy to promote the development of the critical minerals and materials industry workforce in the United States by supporting: (1) critical minerals and materials education by providing undergraduate and graduate scholarships and fellowships at institutions of higher education, including technical and community colleges; (2) partnerships between industry and institutions of higher education, including technical and community colleges, to provide onsite job training; and (3) development of courses and curricula on critical minerals and materials.

Expresses the policy of the United States to promote an adequate and stable supply of critical minerals and materials necessary to maintain national security, economic well-being, and industrial production with appropriate attention to a long-term balance between resource production, energy use, a healthy environment, natural resources conservation, and social needs. Directs the President take specified steps to implement such policy.",-18.29,30.865,39.157,13.993,18.06,36.384,352,108,49,586,113,30,136,5,1819,1786.86,1382.543,1489.45,0,"Critical Minerals and Materials Promotion Act of 2011 - Defines critical minerals and materials"" as naturally occurring, nonliving, nonfuel substances with a definite chemical composition that perform an essential function for which no satisfactory substitutes exist and that the supply of which has a high probability of becoming restricted, leading to physical unavailability or excessive costs for the applicable minerals and materials in key applications. Directs the Secretary of the Interior, acting through the United States Geological Survey (USGS), to establish a research and development program to: (1) provide data and scientific analyses for research on, and assessments of the potential for, undiscovered and discovered resources of critical minerals and materials in the United States and other countries; and (2) analyze and assess current and future critical minerals and materials supply chains with advice from the Energy Information Administration on future energy technology market penetration and using the Mineral Commodity Summaries produced by the USGS. Directs the Secretary to cooperate with international partners to ensure that such program provides analyses of the global supply chain of critical minerals and materials.<n><n>Requires the Secretary of Energy (DOE) to conduct a program of research, development, and demonstration to strengthen the domestic critical minerals and materials supply chain for clean energy technologies and to ensure the long-term, secure, and sustainable supply of critical minerals and materials""",-35.508,36.761,44.51,16.491,18.165,43.427,251,88,27,441,82,25,127,3,1336,1252.76,1017.559,1104.871,0
2818,"Military Sexual Assault Crimes Revision Act of 2004 - Amends the Uniform Code of Military Justice to define as the crime of aggravated sexual abuse engaging in a sexual act: (1) through the use of force; (2) by threatening or placing a person in fear that any person will be subjected to death, grievous bodily harm, or kidnapping; (3) by rendering another person unconscious; (4) by administering to another person an impairing drug or intoxicant; or (5) with a person under 12 years of age whether or not the accused knew the person's age.

Defines as the crime of sexual abuse engaging in a sexual act: (1) by threatening or placing a person in fear (other than in a manner that would constitute aggravated sexual abuse); (2) with a person who is incapable of either appraising the nature of the conduct or physically incapable of declining; or (3) with a person who is at least 12 but under 16 who is not the spouse of the accused whether or not the accused knew the person's age. Establishes as an affirmative defense the accused's reasonable belief that the person was at least 16.

Defines sexual abuse of a prisoner as knowingly engaging in a sexual act with a person who is: (1) in official detention or confinement; (2) under the custodial, supervisory, or disciplinary authority of the accused; and (3) is not the accused's spouse.

Makes the above crimes punishable by court-martial and sets forth interim maximum punishments for each.",28.958,21.94,28.449,9.212,10.174,25.439,302,123,46,381,51,13,119,5,1202,1309.97,1053.144,1263.697,0,"Military Sexual Assault Crimes Revision Act of 2004 - Amends the Uniform Code of Military Justice to rewrite current provisions concerning the military crime of rape and carnal knowledge to conform with Federal sexual assault crimes. Makes it a crime (aggravated sexual abuse) not only to use force to engage in a sexual act, but to obtain a sexual act by threatening or placing a person in fear that any person will otherwise be subjected to death, grievous bodily harm, or kidnapping. Includes within the act of aggravated sexual abuse: (1) engaging in a sexual act with a person under 12 years of age; and (2) knowingly engaging in a sexual act with a person over 12 but under 16, or with a person's spouse. States that, in the prosecution of either type of sexual abuse, it need not be proven that a person knew the age of the other person engaging in the sexual act. States that, in the prosecution of either type of sexual abuse, it is an affirmative defense that the accused reasonably believed that the other person had attained age 16.<n><n>Defines as the military crime of aggravated sexual abuse when a person: (1) causes another person to engage in a sexual act by using force; (2) causes another person to engage in a sexual act by threatening or placing that other person",31.054,20.256,24.029,8.473,10.191,22.71,255,103,27,349,33,11,103,5,1060,1246.79,980.955,1194.738,0
2820,"Asbestos Management Incentive Act - Absolves lending institutions that make loans or credit secured by liens on commercial buildings from liability resulting from asbestos material in any case in which the building was constructed during the five-year period ending on the date that the loan was made and the building's construction manager certifies that the building contains no asbestos-containing material, or in the case of any building:  (1) for which an asbestos inspection was conducted after January 1, 1989, and during such five-year period; (2) that has not been significantly rebuilt in the area that contains such material since that inspection was completed; (3) for which that portion of material recommended for removal has been removed; and (4) for which an operations and maintenance program is currently being conducted. 
Bars immunity from liability if the lending institution requires: (1) removal of material that the management planner has recommended be handled in place; or (2) an asbestos inspection of the building despite the fact that the loan applicant demonstrates that certain conditions have been satisfied or that all such material has been removed.  Makes immunity inapplicable to a subsidiary of a lending institution if the subsidiary is the person to whom the loan is made. 
Continues liability for institutions that acquire title to a building through foreclosure as long as the institution maintains an operation and maintenance program. 
Sets forth requirements for asbestos inspections and management planner qualifications. 
Amends the Toxic Substances Control Act to prohibit persons from preparing asbestos management plans for public or commercial buildings unless they are accredited. 
Directs the Administrator of the Environmental Protection Agency to:  (1) promulgate regulations governing the inspection and management of asbestos in public and commercial buildings; and (2) update and revise asbestos guidance documents periodically. 
Requires, after an asbestos inspection:  (1) the remaining asbestos-containing material to be visually inspected every six months; (2) all remaining material in public and maintenance areas of the building to be prominently labeled; and (3) a report to be completed and made available to maintenance workers.",16.814,21.876,29.661,11.603,15.295,26.077,403,157,50,606,106,33,149,8,1957,2015.23,1538.48,1716.402,0,"Asbestos Management Incentive Act - Exempts a lending institution that makes a loan or other extension of credit secured by a mortgage or other lien on a commercial building from liability until it is renegotiated or a superseding loan or other extension of credit is made under any Federal, State, or local law to any person for injuries, costs, damages, expenses, loss, or other obligation which results from the presence of asbestos-containing material in the building in any case in which: (1) the building was constructed during the five-year period ending on the date that the loan or other extension of credit is made; and (2) the building's construction manager certifies that the building contains no asbestos-containing material.",-56.514,51.202,57.326,13.993,13.307,62.581,139,61,18,201,27,6,76,1,622,677.98,500.799,633.041,0
2830,"Title I: Naval Vessel Transfer - Naval Vessel Transfer Act of 2008 - (Sec. 102) Authorizes the President to transfer on a grant basis to: (1) Pakistan, the OLIVER HAZARD PERRY class guided missile frigate MCINERNEY; (2) Chile, the KAISER class oiler ANDREW J. HIGGINS; and (3) Peru, the NEWPORT class amphibious tank landing ships FRESNO and RACINE. States that: (1) the value of such vessels transferred on a grant basis shall not be counted against the aggregate value of excess defense articles transferred to countries in any fiscal year under the Foreign Assistance Act of 1961; (2) transfer costs shall be charged to the recipient; and (3) to the maximum extent practicable, the country to which a vessel is transferred shall have necessary vessel repair and refurbishment carried out at U.S. shipyards (including U.S. Navy shipyards).

Terminates transfer authority two years after enactment of this Act.

Title II: United States Arms Exports - (Sec. 201) Directs the President to: (1) carry out an ongoing assessment of the extent to which Israel possesses a qualitative military edge (as defined by this Act) over military threats; (2) use such assessment in reviewing applications to sell defense articles and services under the Arms Export Control Act to a Middle Eastern country other than Israel; and (3) submit an initial report on such assessment to the appropriate congressional committees by June 30, 2009, and then every four years thereafter.

Amends the Arms Export Control Act to require any certification relating to a proposed sale or export of defense articles or services to a Middle Eastern country other than Israel to include a determination that such sale or export will not adversely affect Israel's qualitative military edge (as defined by this Act for purposes of this provision) over military threats.

(Sec. 202) Makes specified foreign military financing program funds for FY2009 available on a grant basis for Israel.

Authorizes funding in FY2009 for the procurement of advanced weapons systems, including research and development, by Israel.

(Sec. 203) Amends the Arms Export Control Act to provide the Republic of Korea with special foreign military sales status, including expedited congressional review for export of U.S. defense items and services.",29.671,19.251,23.832,9.132,13.403,22.932,434,128,67,589,69,23,186,9,1935,1837,1432.763,1674.608,1,"(This measure has not been amended since it was passed by the House on May 15, 2008. The summary of that version is repeated here.) Naval Vessel Transfer Act of 2008 - Authorizes the President to transfer certain naval vessels to foreign recipients on a grant basis under the Foreign Assistance Act of 1961. Declares that the value of such a transfer shall not be counted against the aggregate value of excess defense articles transferred to Israel in any fiscal year under such Act. Requires transfer recipients to have necessary repair or refurbishment performed in the United States before the vessel joins its naval forces. Terminates such authority at the end of the two-year period beginning on the date of the enactment of this Act.<n><n>Directs the President to: (1) assess on an ongoing basis the extent to which Israel possesses a qualitative military edge over military threats to Israel; and (2) ensure that such assessment is used to inform the review by the United States of applications to sell defense articles and defense services under the Arms Export Control Act to countries in the Middle East.<n><n>Amends the Arms Export Control Act to require the President to: (1) transmit to the appropriate congressional committees a report on the initial and most recent assessment on the extent to which Israel possesses a qualitative military edge over military threats to Israel;",43.742,15.392,20.326,7.785,12.327,18.387,252,105,20,355,41,13,124,7,1165,1214.6,965.052,1179.417,1
2833,"Prohibits the Secretary from making the conveyance unless the State agrees to provide public access to the Chapel and the cemetery located on such property. Permits the State to satisfy such condition respecting the chapel by relocating it to Ft. Lyon National Cemetery, Colorado, or another appropriate location jointly selected by the Secretary and the State.
Prohibits the Secretary from making the conveyance until: (1) the date on which the Secretary opens not less than three health care facilities, and a nursing home care facility, in Veterans Integrated Service Network (VISN) 19, which shall serve as replacement facilities for the Medical Center; and (2) the Secretary completes required environmental restoration activities.
Authorizes the Secretary to pay the State or any private nursing home care facility for costs incurred in providing nursing home care to any veteran who is relocated from the Medical Center as a result of the Medical Center's closure.
States that the authority to pay voluntary separation incentive payments under the Department of Veterans Affairs Employment Reduction Assistance Act of 1999 to employees of the Medical Center shall apply to eligible employees whose separation occurs before June 30, 2001.
Requires the Under Secretary for Health of the Department, acting through the Director of VISN 19, not later than one year after the conveyance, to submit to congressional veterans affairs committees a report on the status of the health care system for veterans under VISN in southern Colorado describing any improvements to such system in southern Colorado that have been put into effect since the date of such conveyance.",21.219,21.272,27.629,12.774,14.35,25.341,289,113,24,441,66,30,142,6,1413,1287.26,1031.648,1330.373,0,"Authorizes the Secretary of Veterans Affairs to convey specified real property to the State of Colorado for use as a correctional facility, including improvements thereon other than Kit Carson Chapel, comprising the location of the Ft. Lyon Department of Veterans Affairs Medical Center. Prohibits the Secretary from making such conveyance unless: (1) Colorado agrees to provide public access to Kit Carson Chapel and the cemetery located on such property; and (2) the Secretary opens not less than three health care facilities, and a nursing home care facility, in Veterans Integrated Service Network 19 as replacement facilities for the Center until the Secretary completes the evaluation and performance of any environmental restoration activities required by the Comprehensive Environmental Response, Compensation, and Liability Act of 1980. Declares that as part of such conveyance the Secretary may convey to Colorado any furniture, fixtures, equipment, and other personal property associated with the property that the Secretary determines is not required for purposes of Department of Veterans Affairs health care facilities to be established in southern Colorado or for purposes of Ft. Lyon National Cemetery. Declares that the exact acreage and legal description of the real property to be conveyed, and of any fixtures and other personal property conveyed, shall be determined by a survey, and by such other methods, as are satisfactory to the Secretary. Authorizes the Secretary",1.227,24.218,30.956,15.749,16.142,27.085,249,97,25,424,73,38,113,5,1267,1111.77,865,1144.829,0
2847,"Janey Ensminger Act of 2016 This bill amends the Public Health Service Act to direct the Agency for Toxic Substances and Disease Registry, at least every three years, to:   review the scientific literature relevant to the relationship between the employment or residence of individuals at Camp Lejeune, North Carolina, for at least 30 days during the period of August 1, 1953, to December 21, 1987, and specific illnesses or conditions incurred by those individuals and determine whether and to what extent the evidence shows that toxic substance exposure is a cause of an illness or condition; and  publish and update a list of each illness and the categorization of evidence for which a determination of cause has been made.  A veteran who served on active duty at Camp Lejeune for at least 30 days during such period is eligible for hospital care and medical services for any of the illnesses or conditions for which the evidentiary connection between toxic exposure and the illness or condition is categorized in such list as sufficient or modest. Such a veteran who has been furnished hospital care or medical services shall remain eligible for such care or services for such illness or condition even if the evidentiary connection is not categorized as sufficient or modest. A family member of such veteran who has been furnished hospital care or medical services shall remain eligible for hospital care or medical services for such illness or condition.  The Department of Veterans Affairs shall transfer for each of FY2017 and FY2018 specified finds to enhance the claims processing system, eligibility system, and web portal for the Camp Lejeune Family Member Program.",11.64,25.399,31.979,8.85,13.129,29.871,294,129,17,455,68,12,131,5,1405,1472.71,1191.574,1399.962,0,"(This measure has not been amended since it was reported to the House on July 5, 2016. Janey Ensminger Act of 2016 (Sec. 2) This bill amends the Public Health Service Act to require the Agency for Toxic Substances and Disease Registry to: (1) review the scientific literature relevant to the relationship between the employment or residence of individuals at Camp Lejeune, North Carolina, for at least 30 days between August 1, 1953, and December 21, 1987 and specific illnesses or conditions incurred by those individuals; (2) determine each illness or condition for which there is evidence that exposure to a toxic substance at Camp Lejeune may be a cause of the illness or condition; and (3) categorize the evidence of the connection of the illness or condition to exposure as sufficient to conclude with reasonable confidence that the exposure is a cause of the illness or condition, modest supporting causation but not sufficient to conclude with reasonable confidence that exposure is a cause of the illness or condition, or no more than limited supporting causation. The Registry must publish and update the list of illnesses or conditions for which such a determination has been made and the citations for all literature reviewed. An individual who has been furnished hospital care or medical services under this bill for an illness or condition shall remain eligible for such care notwithstanding that the evidence",26.64,21.071,29.077,8.079,13.165,25.482,256,114,24,365,61,10,120,5,1192,1205.68,1053.836,1183.964,0
2852,"Sudden Oak Death Syndrome Control Act of 2004 - (Sec. 3) Directs the Secretary of Agriculture to carry out a sudden oak death syndrome (Phytophthora ramorum) research, monitoring, and regulation program to control or eradicate sudden oak death syndrome from: (1) trees and shrubs on public and private land; and (2) host and potential host plants from commercial nurseries.

Authorizes the Secretary to: (1) conduct open space, roadside, and aerial surveys; (2) provide monitoring workshops; (3) conduct a national survey of forests, plant nurseries, and landscapes that may have been exposed to Phytophthora ramorum, and develop a related risk assessment; (4) develop baseline information on infected oaks and maintain a geographic information system database of Phytophthora ramorum occurrences; (5) conduct Phytophthora ramorum research; (6) evaluate tree species susceptibility; and (7) provide diagnostic services.

(Sec. 4) Directs the Secretary to conduct sudden oak death syndrome management, treatment, and fire prevention activities, including: (1) firefighting and emergency response improvements; and (2) local government grants for tree removal, disposal, and recycling, restoration and mitigation projects, green waste treatment facilities, reforestation, and resistant tree breeding.

(Sec. 5) Directs the Secretary to conduct outreach and education activities, including: (1) educational materials development and distribution, including a website; and (2) financial and technical support to States, local governments, and nonprofit organizations providing information on sudden oak death syndrome.

(Sec. 6) Expresses the sense of Congress that agency communication at all governmental levels is required for program effectiveness.

Directs the Secretary to meet and consult regularly with Federal, State, tribal, and local government officials to exchange program information.

(Sec. 7) Authorizes appropriations for FY 2005 through 2009.",8.22,21.873,28.078,13.993,17.786,25.719,362,68,87,516,85,42,156,7,1693,1522.87,1105.933,1154.047,0,"Sudden Oak Death Syndrome Control Act of 2004 - Directs the Secretary of Agriculture to conduct sudden oak death syndrome programs of: (1) research, monitoring, and regulation; (2) management and treatment; and (3) fire prevention.",32.984,17.105,20.659,12.774,15.151,21.059,47,8,13,56,6,5,37,1,197,132.45,97.9,148.356,0
2856,"FHA Seller-Financed Downpayment Reform and Risk-Based Pricing Authorization Act of 2008 - (Sec. 2) Amends the National Housing Act to make exceptions to the prohibition against mortgage insurance for mortgages involving a downpayment using funds furnished by: (1) the seller or any party that benefits financially from the transaction (seller-financed downpayment); or (2) any third party that is reimbursed by the seller or any such party.

Makes eligible for mortgage insurance, in spite of a seller-financed downpayment, any mortagors with credit scores equivalent to a FICO score of: (1) 680 or more; (2) at least 620 but less than 680; or (3) 619 or less. Prescribes conditions for mortgage insurance in the latter two situations.



Requires entities participating in a governmental or private nonprofit program that provides downpayment assistance for such a mortgage to offer and make available, before loan closing, counseling about the responsibilities and financial management involved in homeownership.

Authorizes the Secretary of Housing and Urban Development to impose civil money penalties for improperly influencing appraisals.

(Sec. 3) Prohibits the Secretary from implementing: (1) risk-based premiums designed for mortgage lenders to offer a Federal Housing Administration (FHA)-insured product that provides a range of mortgage insurance premium pricing based upon a specified risk that the insurance contract represents; or (2) any other risk-based premium product for mortgage insurance on a single family residence where the premium price for such new product is based upon the borrower's Decision Credit Score.

Makes an exception from such prohibition for flexible risk-based premiums. Authorizes the Secretary to establish, for a mortgagor whose FICO credit score is under 600, a mortgage insurance premium structure with a variable rate that reflects the mortgagor's credit risk, if the basis for determining such rate is established before the mortgage is executed.

Requires notice to mortgagees and to Congress before such a premium structure is established or changed.



Requires the Secretary to consider specified factors when premiums are established and collected under a flexible risk-based premium structure.

Authorizes the Secretary to provide for variations in such rates according to the credit risk associated with the type of mortgage product that is being insured.

Requires the Secretary to make payment incentives to a mortgagor, in the form of certain refunds, upon payment in full of timely mortgage payments.

Authorizes the Secretary, for mortgages with a flexible risk-based premium, to establish a higher annual premium in lieu of a higher up-front premium.",28.808,17.325,22.566,9.102,14.65,19.959,488,174,65,725,101,33,182,13,2321,2373.17,1850.779,1966.831,1,"FHA Seller-Financed Downpayment Reform and Risk-Based Pricing Authorization Act of 2008 - Amends the National Housing Act to make exceptions to the prohibition against mortgage insurance for mortgages involving a downpayment using funds furnished by: (1) the seller or any party that benefits financially from the transaction (seller-financed downpayment); or (2) any third party that is reimbursed by the seller or any such party. Makes eligible for mortgage insurance, in spite of a seller-financed downpayment, any mortagors with credit scores equivalent to a FICO score of: (1) 680 or more; (2) at least 620 but less than 680; or (3) 619 or less. Prescribes conditions for mortgage insurance in FY2010 and thereafter.",41.558,14.605,20.891,5.713,12.979,16.823,142,51,27,185,27,4,78,4,610,549.54,458.654,508.02,1
2859,"Medicare Dual Eligible Prescription Drug Coverage Act of 2005 - Provides that, for prescriptions filled between January 1 and June 30, 2006, requirements for the coordination of prescription drug benefits with Medicare as primary payor for dual eligible individuals under the new prescription drug benefit program (PDP) under Medicare part E (Voluntary Prescription Drug Benefit Program) shall not apply. Requires a State to continue to provide Medicaid medical assistance with respect to prescription drugs as if such coordination requirements had not been enacted.

Declares that no State or the District of Columbia shall be required to pay (reimburse) the Secretary of Health and Human Services for Medicaid prescription drug costs for dual eligible individuals (Medicaid clawback payments) for any month before July 1, 2006.

Earmarks specified amounts for education and outreach to dual eligibles regarding prescription drug coverage and monitoring of their transition to prescription drug coverage under Medicare.

Requires a PDP sponsor and an MA organization offering an MA-PD plan to submit to the Secretary appropriate information regarding the drug utilization of enrollees in such plans who are full-benefit dual eligible individuals. Directs the Secretary to collect data on the drug utilization of full-benefit dual eligible individuals and share it with the States and District of Columbia in as close to a real-time basis as possible.

Directs the Comptroller General of the United States to study and report to Congress on the clawback formula.",25.618,18.275,25.729,9.412,15.125,21.313,266,91,24,418,72,19,128,7,1332,1183.11,990.675,1153.781,0,"Medicare Dual Eligible Prescription Drug Coverage Act of 2005 - States that, for prescriptions filled between January 1, 2006, and June 30, 2006, Medicare part D (Voluntary Prescription Drug Benefit Program) coverage of prescription drugs under title XVIII (Medicare) of the Social Security Act shall not apply and a state shall continue to provide medical assistance with respect to prescription drugs as if such provision had not been enacted.",-0.282,30.192,38.376,8.079,15.413,37.921,79,22,11,111,19,2,58,1,377,266.16,217.317,313.474,0
2861,"Child Abuse and Neglect Enforcement Act - Amends the Omnibus Crime Control and Safe Streets Act of 1968 (Safe Streets Act) to provide for a ten percent reduction of drug control and system improvement (Byrne) grants to States that do not have in effect throughout the State a law requiring that a designated law enforcement agency make available to child protective and child welfare workers timely criminal conviction information and protection orders based on a claim of domestic or child abuse to the same extent as such information is made available to law enforcement officers in such State. 
Sets forth provisions regarding redistribution of funds.   Directs the Attorney General to issue regulations to ensure compliance. 
(Sec. 3) Amends title XIX of the Public Health Service Act to authorize the Secretary of Health and Human Services, for FY 1999 and subsequent fiscal years, to make a grant to a State for prevention and treatment of substance abuse only if such State requires by law or regulation that:  (1) each newborn infant born in the State be tested for physical dependence on any drug, fetal alcohol syndrome, fetal alcohol effects, the presence of alcohol, and the presence of drugs that are associated with substance abuse; and (2) if the newborn tests positive under any such test, the principal State or local agency with responsibility for the protection of children be notified. 
Sets forth provisions regarding:  (1) delayed applicability for certain States; and (2) reduction of a State's allotment for noncompliance. 
(Sec. 4) Amends:  (1) the Safe Streets Act to authorize the use of Byrne grants to enforce child abuse and neglect laws and programs; and (2) the Victims of Crime Act of 1984 to increase the set aside for child abuse victims. 
(Sec. 6) Directs the Comptroller General of the United States to study and report to the Congress and the Secretary on reporting requirements under Federal laws relating to child abuse and neglect and under provisions of the Social Security Act relating to foster care and adoption assistance.  Requires the Secretary to conduct an analysis of such report, including any appropriate recommendations for reducing the number of reporting requirements, and submit such analysis to the Congress within 90 days. 
(Sec. 7) Expresses the sense of the Congress that:  (1) child advocacy centers play a vital role in interviewing, treating, and assisting victims of child abuse; (2) such centers are often responsible for intervening in a number of potentially dangerous domestic violence situations and thus preventing such violence or other incidents; and (3) it is appropriate to increase funding for such centers under the Victims of Child Abuse Act of 1990.",30.876,20.157,25.845,9.212,12.566,24.367,515,178,64,694,88,26,203,10,2290,2303.65,1826.892,2204.443,2,"Child Abuse and Neglect Enforcement Act - Amends the Omnibus Crime Control and Safe Streets Act of 1968 to reduce by ten percent the funds available to a State under the drug control and system improvement grant program unless such State has in effect a law requiring that a law enforcement agency designated by such State make available to child protective workers and child welfare workers criminal conviction record information and orders of protection based on a claim of domestic or child abuse to the same extent as such information is made available to law enforcement officers in such State. Requires the Attorney General to issue regulations to ensure compliance. <n>Amends the Public Health Service Act to authorize the Secretary of Health and Human Services to make a grant under the substance abuse prevention and treatment block grant program to a State that requires that: (1) each newborn infant born in the State be tested for physical dependence on any drug, fetal alcohol syndrome, fetal alcohol effects, the presence of alcohol, and the presence of drugs associated with substance abuse; and (2) if the newborn tests positive, the principal State or local agency with responsibility for the protection of children be notified. Provides for withheld funds for certain States.",19.778,23.605,28.873,9.474,13.429,28.808,227,84,16,333,41,11,119,4,1085,1173.09,919.741,1097.336,1
2862,"Servicemembers Credit Protection Act - Amends the Servicemembers Civil Relief Act to direct the Secretary of Defense, in case of the deployment of a servicemember away from their usual duty station to duty for which the servicemember is entitled to special pay, to notify each consumer reporting agency (agency): (1) of the deployment of such servicemember within 30 days after the deployment; and (2) within 30 days after the end of such deployment. Requires the Secretary, in providing such notice, to take measures to ensure agency compliance with provisions of the Fair Credit Reporting Act with respect to the servicemember.

Increases penalties for consumer credit reporting violations involving servicemembers deployed to an overseas combat zone.

Amends the Fair Credit Reporting Act to require each agency that receives a combat zone duty alert from the Secretary with respect to a servicemember to: (1) include the alert in the file of that consumer and provide such alert along with any credit score, until notified by the Secretary that the consumer no longer qualifies for such alert; and (2) during the period of the alert, exclude the consumer from any list provided to a third party to offer credit or insurance to such consumer as part of a transaction not initiated by the consumer.

Requires the combat zone duty alert included in any consumer's file to include a summary of the consumer's rights under the Servicemembers Civil Relief Act and the duties of creditors and other persons to the consumer.",16.343,23.451,29.323,9.559,12.917,27.145,276,116,25,414,58,14,110,5,1277,1322.75,951.298,1261.291,1,"Servicemembers Credit Protection Act - Amends the Servicemembers Civil Relief Act to require the Secretary of the military department concerned to notify each consumer reporting agency that compiles and maintains files on consumers on a nationwide basis of the deployment of a servicemember away from his or her usual duty station to duty for which special pay is entitled within 30 days after such deployment. Requires such agency to notify each such consumer when the required notice ceases to apply within 30 days after the end of the deployment.<n><n>Amends the Fair Credit Reporting Act to require a consumer reporting agency that receives a notice from the Secretary concerning a servicemember to: (1) include a combat zone duty alert in the consumer's file, and (2) exclude the consumer from any list of consumers prepared by the agency and provided to any third party to offer credit or insurance to the consumer as part of a transaction that was not initiated by the consumer. Requires the consumer reporting agency also to provide the consumer with a summary of consumer rights and the duties of creditors and other persons under the Act.<n><n>Increases penalties for certain violations of the Servicemembers Civil Relief Act involving servicemembers deployed to an overseas combat zone.",-10.097,32.14,39.129,10.43,13.904,37.867,221,95,10,363,58,10,107,3,1091,1142.78,833.931,1055.614,0
2872,"Save Our Seas Act of 2017 or the SOS Act of 2017 This bill amends the Marine Debris Act to revise the Marine Debris Program to require the National Oceanic and Atmospheric Administration (NOAA) to work with: (1) other agencies to address both land- and sea-based sources of marine debris, and (2) the Department of State and other agencies to promote international action to reduce the incidence of marine debris. The bill also revises the program by allowing NOAA to make sums available for assisting in the cleanup and response required by severe marine debris events. NOAA must prioritize assistance for activities that respond to a severe marine debris event in: (1) a rural or remote community, or (2) a habitat of national concern.  The bill urges the President to: (1) work with foreign countries that contribute the most to the global marine debris problem in order to find a solution to the problem; (2) study issues related to marine debris, including the economic impacts of marine debris; and (3) encourage the Office of the U.S. Trade Representative to consider the impact of marine debris in relevant future trade agreements. The Interagency Marine Debris Coordinating Committee must expand to include a senior official from the State Department or from the Department of the Interior. This bill reauthorizes for FY2018-FY2022: (1) the Marine Debris Program, (2) an information clearinghouse on marine debris, and (3) enforcement of laws about discarded marine debris from ships.",34.173,18.637,23.19,8.079,12.539,22.268,286,95,41,380,42,12,128,6,1252,1232.44,1009.048,1188.946,2,"Save Our Seas Act of 2017 or the SOS Act of 2017 This bill amends the Marine Debris Act to require the National Oceanic and Atmospheric Administration (NOAA) to work with other federal agencies to develop outreach and education strategies to address both land- and sea-based sources of marine debris and to promote international action to reduce the incidence of marine debris. The NOAA may determine whether there is a severe marine debris event and make sums available to an affected state or the state's governor for activities to assist in the cleanup and response required by such an event. In providing assistance, the NOAA shall prioritize assistance for activities to respond to a severe marine debris event in a rural or remote community or in a habitat of national concern. The federal share of costs for such activities shall be 100% if the activity is funded wholly by funds made available by an entity to the federal government from foreign countries for the purpose of responding to such an event. The bill expresses the sense of Congress that the President should: support federal funding for research and development of bio-based and other alternatives or environmentally feasible improvements to materials that reduce municipal solid waste and its consequences in the ocean; work with representatives of foreign countries that contribute the most to the global marine debris problem to learn about, and find solutions to, their contributions",20.268,22.307,26.986,10.534,13.325,26.296,253,109,14,390,47,17,132,5,1223,1357.82,1145.466,1239.288,2
