summary_clean,summary_tag
"Back to Work Tax Credit - Amends the Internal Revenue Code to allow an increased work opportunity tax credit for the hiring of a qualified long-term unemployed individual. Defines ""qualified long-term unemployed individual"" as any individual who was not a student for at least six months during the one-year period ending on the hiring date and is certified as having aggregate periods of unemployment during the one-year period ending on the hiring date which equal or exceed six months. Allows tax-exempt charitable organizations or public institutions of higher education to claim the lesser of the amount of the work opportunity credit or the amount of payroll taxes paid during the calendar year for hiring qualified long-term unemployed individuals.","[{'label': 'specifically,', 'score': 0.372501939535141}, {'label': 'accordingly', 'score': 0.15365271270275116}, {'label': 'additionally', 'score': 0.18764913082122803}]"
"Sudbury, Assabet, and Concord Wild and Scenic Rivers Act - Amends the Wild and Scenic Rivers Act (the Act) to designate segments of the Sudbury, Assabet, and Concord Rivers in Massachusetts as components of the National Wild and Scenic Rivers System. Requires the segments to be: (1) administered by the Secretary of the Interior through cooperative agreements between the Secretary and the Commonwealth of Massachusetts and its relevant political subdivisions; and (2) managed in accordance with the Sudbury, Assabet, and Concord Wild and Scenic River Study, River Conservation Plan which shall be deemed to satisfy the requirement for a comprehensive management plan pursuant to the Act. Requires the Director of the National Park Service to represent the Secretary: (1) on the SUASCO River Stewardship Council provided for in the Sudbury, Assabet, and Concord Wild and Scenic River Study, River Management Plan; and (2) in the implementation of the Conservation Plan and the provisions of the Act with respect to the segments. Authorizes appropriations.","[{'label': '[no-conn]', 'score': 0.21375565230846405}, {'label': 'further,', 'score': 0.24313616752624512}, {'label': 'specifically,', 'score': 0.3722831904888153}, {'label': '[no-conn]', 'score': 0.08570857346057892}]"
"Entitles each party under arbitration to: (1) competence and neutrality of the arbitrator and the administrative process; (2) representation by an attorney and a fair arbitration hearing; (3) the right to present evidence, cross examine witnesses, and obtain a record of the proceedings; and (4) timely resolution, with a written explanation.","[{'label': '[no-conn]', 'score': 0.25824397802352905}]"
Directs the Speaker of the House of Representatives and the President Pro Tempore of the Senate to make arrangements for the presentation of a congressional gold medal to Jack Nicklaus in recognition of his service to the nation in promoting excellence and good sportsmanship.Directs the Secretary of the Treasury to strike such gold medal and to strike and sell duplicate bronze medals at a price sufficient to cover the costs of the gold and bronze medals.,"[{'label': 'additionally', 'score': 0.38853737711906433}, {'label': 'accordingly', 'score': 0.2977921664714813}]"
"Health Care Waiver Fairness Act of 2011 - Amends the Patient Protection and Affordable Care Act (PPACA) to require the Secretary of Health and Human Services (HHS), the Secretary of Labor, and the Secretary of Treasury to establish waiver processes under which the administrator of a health plan, an employer, an individual, or other entity may seek to waive the application of a health insurance coverage requirement under PPACA. Sets forth PPACA requirements that may be waived, including those related to minimum essential coverage and employers offering health care coverage to employees.Establishes requirements for the waiver process, including requiring submission of a statement describing how the imposition of the PPACA requirement would result in a significant decrease in access to coverage or a significant increase in premiums or other costs for such plan, employer, individual, or entity. Deems to be approved any waiver including such a statement.Requires the Secretary of HHS to conduct a public awareness campaign of the waiver process with funds made available for the Prevention and Public Health Fund.","[{'label': 'specifically,', 'score': 0.4600122570991516}, {'label': 'specifically,', 'score': 0.3223447799682617}, {'label': 'optionally,', 'score': 0.17628245055675507}, {'label': 'generally,', 'score': 0.05733228847384453}, {'label': 'specifically,', 'score': 0.4243626892566681}]"
"HITECH Extension for Behavioral Health Services Act of 2010 - Amends the Public Health Service Act to expand the definition of ""health care provider"" for purposes of health information technology provisions to include a behavioral or mental health professional, a substance abuse professional, a psychiatric hospital, a behavioral and mental health clinic, and a substance abuse treatment facility.Requires the Secretary of Health and Human Services (HHS), acting through the National Coordinator for Health Information Technology, to award grants to eligible entities to: (1) facilitate the purchase of health information technology; (2) enhance the use of such technology, including covering costs associated with upgrading such technology in order to meet the criteria required to become a certified electronic health record (EHR) technology; (3) train personnel in the use of such technology; (4) improve the secure electronic exchange of health information among behavioral and mental health professionals, substance abuse professionals, and other health care providers; (5) improve such technology for adaptation to community-based behavioral health settings; (6) assist with the implementation of telemedicine, including facilitation of distance clinical consultations in rural and underserved areas; and (7) collaborate and integrate with health information technology regional extension centers.Amends titles XVIII (Medicare) and XIX (Medicaid) of the Social Security Act to include qualified clinical psychologists, clinical social workers, psychiatric hospitals, mental health treatment facilities, and substance abuse treatment facilities within the health professionals, hospitals, and Medicaid providers eligible for incentive payments for the meaningful use of certified EHR technology.","[{'label': 'specifically,', 'score': 0.8718703985214233}, {'label': 'NAN', 'score': 'NAN'}, {'label': 'additionally', 'score': 0.37807437777519226}]"
"Youth Violence Prevention Act of 1999 - Amends the Brady Handgun Violence Prevention Act (the Act) to prohibit: (1) the sale or other disposition of a firearm or ammunition to any person knowing or having reasonable cause to believe that such person has committed an act of violent juvenile delinquency; and (2) the shipment transport, or possession in interstate or foreign commerce of a firearm or ammunition, or the receipt of any firearm or ammunition which has been shipped or transported in interstate or foreign commerce, by a person who has committed an act of violent juvenile delinquency. Specifies that: (1) what constitutes an adjudication of an act of violent juvenile delinquency shall be determined in accordance with the law of the jurisdiction in which the proceedings were held; and (2) any State conviction or adjudication of such an act that has been expunged or set aside, or for which a person has been pardoned or has had civil rights restored, shall not be considered a conviction or adjudication of an act of violent juvenile delinquency for purposes of the Act. Amends the Act to set penalties for: (1) straw purchases of firearms (transferring a firearm knowing or having reasonable cause to know that another will carry or otherwise possess, discharge, or use the firearm in the commission of a violent felony); (2) possession by a juvenile of a handgun or ammunition in violation of Act provisions regarding transfer to a person, whom the transferor knows or has reasonable cause to believe is a juvenile, of a handgun or ammunition suitable for use only in a handgun, and, during the same course of conduct, violating provisions regarding possession of a firearm in a school zone, with intent to carry or otherwise possess, discharge, or otherwise use the handgun or ammunition in the commission of a violent felony; and (3) persons other than juveniles who knowingly violate provisions of the Act regarding the transfer to a person, whom the transferor knows or has reasonable cause to believe is a juvenile, of a handgun or ammunition suitable for use only in a handgun, knowing or having reasonable cause to know that another will carry or otherwise possess, discharge, or use the firearm in the commission of a violent felony. Tightens restrictions under the Act on temporary transfers of a handgun or ammunition to, and possession or use by, a juvenile. Makes current exemptions regarding such transfers applicable only if the juvenile's possession and use of a handgun or ammunition are in accordance with State and local law and if specified other conditions apply.","[{'label': 'NAN', 'score': 'NAN'}, {'label': 'further,', 'score': 0.35482051968574524}, {'label': 'NAN', 'score': 'NAN'}, {'label': 'specifically,', 'score': 0.34740087389945984}, {'label': 'generally,', 'score': 0.22250758111476898}]"
"Small Business Health Relief Act of 2015 Repeals provisions of the Internal Revenue Code that: (1) impose fines on large employers (those with 50 or more full-time employees) who fail to offer their full-time employees the opportunity to enroll in minimum essential health insurance coverage, and (2) require large employers to file a report with the Department of the Treasury on health insurance coverage provided to their full-time employees. Repeals provisions of the Patient Protection and Affordable Care Act (PPACA) that: (1) limit the annual deductible on health plans offered in the small group market, (2) deem catastrophic plans to meet essential health benefits coverage requirements for certain individuals, and (3) impose an annual fee on health insurance entities. Deems high deductible health plans to meet essential health benefits coverage requirements if the enrollee has established a health savings account. Amends the Public Health Service Act to repeal the limitation on premium rate variance by age in the individual or small group market. Repeals the prohibitions on payments for over-the-counter medications from health savings accounts, medical savings accounts, and health flexible spending arrangements. Repeals the $2,500 annual limit on employee contributions by salary reduction to a health flexible spending arrangement under a cafeteria plan. Allows a health plan to maintain its status as a grandfathered health plan regardless of any modification to cost-sharing, employer contribution rates, or covered benefits. Makes this allowance effective as if included in PPACA. ","[{'label': 'specifically,', 'score': 0.68625408411026}, {'label': 'additionally', 'score': 0.3943600654602051}, {'label': '[no-conn]', 'score': 0.18084655702114105}, {'label': 'specifically,', 'score': 0.27221396565437317}, {'label': 'specifically,', 'score': 0.2853112816810608}, {'label': 'separately,', 'score': 0.3766959607601166}, {'label': 'specifically,', 'score': 0.18284429609775543}, {'label': 'accordingly', 'score': 0.30882933735847473}]"
"Eradication of Slavery in Sudan Act of 2007 - Establishes the United States Commission to Monitor Slavery and its Eradication in Sudan, which shall have as its primary responsibility: (1) reporting on progress made by the government of Sudan and nongovernmental organizations in identifying the location of slaves in Sudan and ensuring their freedom; (2) working with the government of Sudan to ensure safe passage of freed slaves and family reunification; (3) documenting existing cases of slavery and working to prevent new cases from occurring; (4) ensuring that former slaves have access to basic education and skill training, as well as medical, social, and psychological support needed for their rehabilitation and reintegration into society; (5) ensuring that those individuals responsible for slavery are brought to justice; and (6) recommending U.S. government actions in response to the Sudanese government's inaction to eradicate slavery.Terminates the Commission six years after the initial appointment of all of the members.","[{'label': 'NAN', 'score': 'NAN'}, {'label': 'thereafter,', 'score': 0.5805485248565674}]"
"Don't Track Me Act - Declares that it is contrary to U.S. public policy to require the placement or use of any global positioning satellite (GPS), location, or distance tracking system to collect identities of vehicle owners by remote means. Prohibits the federal gasoline excise tax from being replaced or supplemented with any tax, fee, or fine based upon vehicle location or distance traveled that is determined by GPS, license plate reading cameras, or other methods of determining vehicle location, travel distance, or registration and identity data. Prohibits motor vehicles from being required to have certain devices that track or transmit location, distance, or driver identity information. Bars public funds from being used to study, implement, or require the use of any method of tracking or reporting vehicle movement or location for the purpose of taxes, user fees, traffic fines, accident investigation, or communication with other vehicles or infrastructure. Prohibits vehicle-to-vehicle or vehicle-to-infrastructure communication systems for the purposes of recording or transmitting or storing for later retrieval location, registration, identity, or speed data. Allows such transmissions to be used only for momentary accident avoidance or anonymized traffic reporting. Bars federal agencies from requiring motor vehicles to have a &quot;black box&quot; accident data recorder that records vehicle data for longer than the last five minutes of vehicle operation. Prohibits such devices from: (1) recording audio, images, or video from inside the vehicle; or (2) broadcasting or transmitting any data except by a direct cable connection to a computer.","[{'label': 'specifically,', 'score': 0.3953896164894104}, {'label': '[no-conn]', 'score': 0.2144775390625}, {'label': 'specifically,', 'score': 0.5865072011947632}, {'label': 'generally,', 'score': 0.24526552855968475}, {'label': '[no-conn]', 'score': 0.49476101994514465}, {'label': 'optionally,', 'score': 0.30642369389533997}, {'label': 'separately,', 'score': 0.2239244133234024}, {'label': '[no-conn]', 'score': 0.3854316174983978}]"
Botnet Prevention Act of 2016 This bill amends the federal criminal code to expand prohibited conduct and increase criminal penalties with respect to cybercrime&nbsp;involving damage to computer networks.,"[{'label': 'specifically,', 'score': 0.7072286605834961}]"
"Growing Farm to School Programs Act of 2010 - Amends the Richard B. Russell National School Lunch Act to replace the farm-to-cafeteria program with a program providing schools, state and local agencies, Indian tribes, agricultural producers, and nonprofits with competitive matching grants and technical assistance to improve access to local foods by schools participating in the school lunch or breakfast programs.Gives priority to projects that: (1) benefit local small- and medium-sized farms; (2) serve a high proportion of children who are eligible for free or reduced price lunches; and (3) incorporate experiential nutrition education by involving school children in farm and garden-based agricultural education activities.","[{'label': 'specifically,', 'score': 0.4496866762638092}, {'label': 'specifically,', 'score': 0.12791435420513153}]"
"Open and Accountable Campaign Financing Act of 2001 - Amends the Federal Election Campaign Act of 1971 (FECA) to revise reporting requirements, including: (1) changing from quarterly to monthly the additional reports required to be filed with regard to the principal campaign committee of a candidate for the House of Representatives or the Senate in any calendar year during which there is a regularly scheduled election for which such candidate is seeking nomination or election; (2) requiring a national committee of a political party to file the same monthly reports designated for all political committees other than authorized committees of a candidate; and (3) directing the Federal Election Commission (FEC) to make report information available on the Internet and at FEC offices.Amends the Communications Act of 1934 to require a licensee to maintain and make available for public inspection a complete record of certain requests to purchase broadcast time that are related to legally qualified candidates.Amends FECA to require the FEC to develop, and provide at no cost, software for filing FEC reports.Limits to $60,000 the aggregate amount (indexed for inflation) of soft money per calendar year, per contributor that a national committee of a political party, a congressional campaign committee of a national party, or an entity directly or indirectly established, financed, maintained, or controlled by such committee may accept.Increases individual, political committee, and multicandidate political committee contribution limits. Revises indexing provisions. Increases Senate candidate contribution limits for national party committees and senatorial campaign committees.Amends the Federal criminal code to prohibit solicitation of soft money in Federal buildings by an officer or employee of the United States.Amends FECA to provide for the indexing of certain penalty and other amounts under enforcement provisions.Outlines provisions for filing of Senate reports with the FEC.","[{'label': 'NAN', 'score': 'NAN'}, {'label': 'specifically,', 'score': 0.2775878310203552}, {'label': 'specifically,', 'score': 0.3486005663871765}, {'label': 'generally,', 'score': 0.19527587294578552}, {'label': 'additionally', 'score': 0.24993281066417694}, {'label': 'specifically,', 'score': 0.19830045104026794}, {'label': 'additionally', 'score': 0.28918617963790894}, {'label': 'additionally', 'score': 0.20405344665050507}, {'label': 'specifically,', 'score': 0.2743613123893738}, {'label': 'specifically,', 'score': 0.33627259731292725}]"
Real Estate Investment and Jobs Act of 2011 - Amends the Internal Revenue Code to increase from 5% to 10% the allowable ownership interest in real estate investment trust (REIT) stock for purposes of tax exemptions allowed by the Foreign Investment in Real Property Tax Act relating to foreign investment in United States real property interests.,"[{'label': 'separately,', 'score': 0.28926563262939453}]"
"Amends title II (Old Age, Survivors and Disability Insurance) (OASDI) of the Social Security Act to continue an individual's entitlement to benefits through the month of his or her death, without affecting any other person's entitlement to benefits for that month.Disregards monthly benefits received for the month in which the individual dies for purposes of the maximum benefit cap.","[{'label': 'accordingly', 'score': 0.2494419515132904}, {'label': '[no-conn]', 'score': 0.3228670060634613}]"
"Safe Overseas Human Testing Act - Allows test articles intended for clinical investigations to be exported only pursuant to an export license approved by the President. Directs the President to require an applicant for such license to: (1) identify each clinical investigation for which the test article is intended; and (2) secure a certification from an institutional review board that each of the protocols for every clinical investigation has been reviewed by the board and has met substantially the same standards for the protection of the rights and welfare of human subjects as would be required if the protocol were for a clinical investigation of the test article pursuant to the Federal Food, Drug, and Cosmetic Act.","[{'label': 'specifically,', 'score': 0.243322491645813}, {'label': 'NAN', 'score': 'NAN'}]"
"Safety in Defense Contracting Act - Requires the Secretary of Defense to debar from contracting with the Department of Defense (DOD) any defense contractor: (1) officially determined to have caused serious injury or death to any civilian or military personnel through gross negligence or reckless disregard for safety, or to have committed fraud; or (2) awarded a subcontract to a subcontractor officially determined to have caused or committed such actions. Directs the Secretary to also debar any subcontractor found to have caused or committed such actions.Requires a five-year minimum period for such a debarment.Authorizes a debarment waiver by the Secretary if it would jeopardize national security.Directs the Secretary, in the case of any defense contractor receiving a level III corrective action request from the Defense Contract Management Agency in a fiscal year, to withhold any contract award or incentive fees for that fiscal year.","[{'label': '[no-conn]', 'score': 0.27585986256599426}, {'label': 'further,', 'score': 0.21281298995018005}, {'label': 'accordingly', 'score': 0.1522323489189148}, {'label': 'further,', 'score': 0.16214337944984436}, {'label': 'further,', 'score': 0.31470996141433716}]"
"Health Quality and Fairness Act of 1998 - Amends title XXVII (Assuring Portability, Availability, and Renewability of Health Insurance Coverage) of the Public Health Service Act to establish a new part (Patient Protection Standards) which sets forth health plan standards concerning: (1) notice; (2) coverage; (3) access to emergency care; (4) the doctor-patient relationship; (5) quality assurance; (6) designation of a primary care provider; (7) grievance and appeals procedures; and (8) understandability of information.","[{'label': 'NAN', 'score': 'NAN'}]"
"Social Security Account Number Anti-Fraud Act - Amends title II (Old Age, Survivors and Disability Insurance) (OASDI) of the Social Security Act to direct the Secretary of Health and Human Services to: (1) establish, according to prescribed guidelines, an electronic program for American employers to verify the social security number and other relevant employment information to reduce the use of fraudulent social security documents for employment purposes; (2) implement such program according to a prescribed schedule, making it available to all employers in the States of California, Florida, Illinois, New Jersey, New York, and Texas; and (3) report to the Congress on the Program's initial implementation.","[{'label': 'NAN', 'score': 'NAN'}]"
"This bill directs the Department of the Interior, if the J.R. Simplot Company offers to convey three identified parcels of land, to convey to the Simplot Company two identified parcels of federal land within the Pocatello Field Office of the Bureau of Land Management in Idaho. The bill states that the exchange of such federal and nonfederal lands shall not constitute a major federal action for purposes of the National Environmental Policy Act of 1969.","[{'label': 'specifically,', 'score': 0.7312623858451843}, {'label': 'specifically,', 'score': 0.2925121486186981}]"
"International Remittance Consumer Protection Act of 2004 - Amends the Electronic Fund Transfer Act to require a remittance transfer provider to: (1) clearly and conspicuously make specified disclosures in writing and in a form that the consumer may keep to each consumer requesting a remittance transfer; and (2) make such disclosures in English and in the same languages principally used by the remittance transfer provider, or its agents at that office, if other than English.Prescribes error resolution guidelines and remedies governing remittance transfer errors.Instructs the Secretary of the Treasury to publish electronically on each business day the foreign currencies dollar exchange rate.Subjects a remittance transfer provider to liability for violations committed by its agents or subsidiaries.Amends the Federal Credit Union Act to empower Federal Credit Unions to: (1) provide remittance transfers to persons in the field of membership; and (2) to cash checks and money orders for such persons for a fee.Directs the Board of Governors of the Federal Reserve System to work with the Federal reserve banks to expand the use of the automated clearinghouse system for remittance transfers to foreign countries.Requires certain Federal banking agencies to provide guidelines to financial institutions regarding the offering of low-cost remittance transfers and no-cost or low-cost basic consumer accounts, as well as agency services to remittance transfer providers.Requires such agencies and the Secretary to assist the Financial Literacy and Education Commission in improving the financial literacy and education of consumers who send remittances.","[{'label': 'specifically,', 'score': 0.40532684326171875}, {'label': '[no-conn]', 'score': 0.24091535806655884}, {'label': 'simultaneously', 'score': 0.1717749536037445}, {'label': '[no-conn]', 'score': 0.37005773186683655}, {'label': 'specifically,', 'score': 0.648800253868103}, {'label': 'specifically,', 'score': 0.44116389751434326}, {'label': 'specifically,', 'score': 0.6189269423484802}, {'label': 'specifically,', 'score': 0.35641926527023315}]"
"Marketplace Equity Act of 2011 - Authorizes states to require all sellers making remote sales to collect and remit sales and use taxes with respect to such sales into the state, without regard to the location of the seller, if such states implement a simplified system for administration of sales and use tax collection for remote sellers. Requires such a system to include, at a minimum: (1) an exception for remote sellers with gross annual receipts in the preceding calendar year from remote sales not exceeding $1 million in the United States or not exceeding $100,000 in the state, (2) a single sales and use tax return for use by remote sellers and a single revenue authority within the state with which remote sellers are required to file a tax return, and (3) a uniform tax base throughout the state.Defines ""remote sale"" as a sale of goods or services attributed to a state with respect to which a seller does not have adequate physical presence to establish a nexus so as to allow such state to require such seller to collect and remit taxes.","[{'label': 'accordingly', 'score': 0.11036369949579239}, {'label': 'additionally', 'score': 0.16757717728614807}, {'label': 'accordingly', 'score': 0.15713007748126984}]"
"United Nations Population Fund (UNFPA) Funding Act of 2003 - Authorizes appropriations for FY 2004 and 2005 for U.S. voluntary contributions to the United Nations Population Fund (UNFPA). Withholds from the U.S. voluntary contribution to the UNFPA amounts allocated by UNFPA for the country program in China, if the Secretary of State certifies to the appropriate congressional committees that the UNFPA country program in China does not: (1) focus on improving the delivery of voluntary family planning information and services; (2) conform with the human rights principles affirmed at the International Conference on Population and Development with the support of 180 nations including the United States; (3) operate only in counties of China where all quotas and targets for the recruitment of program participants have been abolished and the use of coercive measures has been eliminated; (4) operate in consultation with and under the oversight and approval of the UNFPA executive board, including the U.S. representative; (5) subject itself to regular, independent monitoring to ensure compliance with the principles of informed consent and voluntary participation; and (6) suspend operations in project counties found to be in violation of program guidelines.","[{'label': '[no-conn]', 'score': 0.300306499004364}, {'label': 'NAN', 'score': 'NAN'}]"
"Tax Crimes and Identity Theft Prevention Act - Requires the Secretary of the Treasury to take necessary action to correct a tax return or tax information affected by the misuse of a taxpayer's identity within 90 days after receiving notice of such misuse from the taxpayer.Amends the Internal Revenue Code to: (1) authorize the Secretary to disclose tax return information to federal, state, and local law enforcement personnel who are personally and directly engaged in the investigation of identity theft; (2) impose a fine and/or prison term on any person who knowingly or willfully misappropriates another person's tax identification number; (3) increase the civil and criminal penalties for improper disclosure or use of tax information by tax return preparers; (4) require the Commissioner of the Internal Revenue Service (IRS) to report to Congress on the number of reported tax fraud cases and on actions taken in response to such reports; and (5) require the head of the Federal Bureau of Prisons to submit to Congress a detailed plan on how it will use tax information provided by the IRS to reduce prison tax fraud.Directs the Secretary to: (1) implement an identity theft tax fraud prevention program that provides for a unique personal identification number (PIN) on tax returns; and (2) review whether current federal tax law prevents the effective enforcement of local, state, and federal identity theft statutes.Authorizes the Commissioner to transfer appropriated funds to be used solely to prevent and resolve potential tax fraud cases.Directs the Commissioner to establish in the Criminal Investigation Division of the IRS the position of Local Law Enforcement Liaison to coordinate the investigation of tax fraud with state and local law enforcement agencies.Directs the Comptroller General to study and report on the role of prepaid debit cards and commercial tax preparation software in facilitating fraudulent tax returns through identity theft.Prohibits the Secretary of Commerce from disclosing information contained on the Death Master File relating to a deceased individual to persons who are not certified to access such information.Authorizes the Attorney General to award grants to state and local law enforcement agencies for the investigation and prosecution of tax crimes.","[{'label': 'generally,', 'score': 0.15753178298473358}, {'label': 'NAN', 'score': 'NAN'}, {'label': 'specifically,', 'score': 0.23021885752677917}, {'label': 'specifically,', 'score': 0.20819413661956787}, {'label': 'specifically,', 'score': 0.21202562749385834}, {'label': 'specifically,', 'score': 0.5193583369255066}, {'label': 'further,', 'score': 0.23864927887916565}, {'label': '[no-conn]', 'score': 0.2104058414697647}]"
"Imagery, Mapping, and Geospatial Enhancement Act of 2006 - Amends the Technology Administration Act of 1998 to include among the functions of the Office of Space Commercialization promoting growth and advancement in U.S. space and airborne remote sensing technologies and related value-added services by: (1) examining the role of, and federal agency use of, commercial remote sensing firms, facilitating a reduction in the use of government remote sensing products and services, and increasing the use of commercial remote sensing firms; (2) promoting the objectives of the U.S. Commercial Remote Sensing Space Policy, particularly provisions on relying on U.S. capabilities and developing a long-term relationship between the government and the U.S. commercial remote sensing community; (3) creating an environment in which all such firms have the opportunity to compete and expand; (4) evaluating federal and private sector efforts to assist such firms and making recommendations to promote their establishment and growth; (5) serving as the focal point for complaints and suggestions concerning federal activities that affect such firms; (6) counseling such firms on government relations; (7) proposing needed changes in federal policies; (8) representing such firms before government agencies; (9) involving such firms in developing federal procurement strategies; (10) disseminating information about the use of remote sensing and the capabilities of such firms; (11) making recommendations to assist the development and strengthening of such firms.","[{'label': 'NAN', 'score': 'NAN'}]"
"Sowing the Seeds Through Science and Engineering Research Act - Authorizes appropriations for FY2007-FY2011 to: (1) the National Science Foundation (NSF), Department of Energy (DOE), National Aeronautics and Space Administration (NASA), and National Institute of Standards and Technology (NIST) for support of basic research activities in the physical sciences, mathematics and computer sciences, and engineering; and (2) the Department of Defense (DOD) for support of basic research activities. Makes at least 8% of such amounts available for high-risk, potentially high-payoff research.Authorizes appropriations for FY2007-FY2011 to the NSF, National Institutes of Health (NIH), DOE, DOD, and NASA for the support of the Presidential Early Career Award for Scientists and Engineers program.Directs NSF to institute the Graduate Scholar Awards in Science, Technology, Engineering, or Mathematics program or GSA-STEM program, to award graduate fellowships in science, technology, engineering, or mathematics. Requires the NSF Director to establish an advisory board.Establishes a Presidential Innovation Award, which the President shall periodically award to individuals who develop one or more unique scientific or engineering ideas in the national interest.Directs the Office of Science and Technology Policy to establish a National Coordination Office for Research Infrastructure to: (1) identify and prioritize deficiencies in research facilities and instrumentation in academic institutions and national laboratories; and (2) make recommendations for resource allocation. Authorizes appropriations for FY2007-FY2011 to NSF and DOE for construction and maintenance of research facilities at institutions of higher education or national laboratories and other physical resources for performing leading-edge research.","[{'label': 'specifically,', 'score': 0.6894343495368958}, {'label': 'third,', 'score': 0.22817222774028778}, {'label': 'additionally', 'score': 0.4066550135612488}, {'label': 'additionally', 'score': 0.21143081784248352}, {'label': 'specifically,', 'score': 0.18975359201431274}, {'label': 'thereafter,', 'score': 0.20544932782649994}, {'label': 'specifically,', 'score': 0.15818071365356445}, {'label': '[no-conn]', 'score': 0.23112989962100983}]"
Home Refinancing Assistance Act of 1993 - Amends the National Housing Act to authorize the Secretary of Housing and Urban Development to insure qualifying single family home refinancings.,"[{'label': 'specifically,', 'score': 0.36346790194511414}]"
Everyone Deserves Unconditional Access to Education (EDUCATE) Act - Amends the Individuals with Disabilities Education Act (IDEA) to reauthorize and make appropriations for the grant program to assist states and outlying areas in providing special education and related services to children with disabilities.Sets the amount to be authorized and the amount to be appropriated for each fiscal year from FY2010-FY2015 as the greater of: (1) a specified amount; or (2) a specified percentage of an amount determined pursuant to a formula that multiplies the number of children receiving special education services by the average per-pupil expenditure in public elementary and secondary schools.Authorizes appropriations for FY2016 and thereafter that equal 40% of the amount determined using such formula. Makes appropriations for FY2016 and thereafter that are determined by subtracting a specified amount from the amount authorized.Requires amounts appropriated to be expended consistent with pay-as-you-go requirements.,"[{'label': 'specifically,', 'score': 0.3072913587093353}, {'label': 'additionally', 'score': 0.2632550299167633}, {'label': 'thereafter,', 'score': 0.43557947874069214}, {'label': 'generally,', 'score': 0.12387766689062119}, {'label': '[no-conn]', 'score': 0.3252950608730316}]"
"Commercial Engagement Through Ocean Technology Act of 2018 or the CENOTE Act of 2018 This bill directs the National Oceanic and Atmospheric Administration (NOAA)to establish a joint program office within the Office of Oceanic and Atmospheric Research and the Office of Marine and Aviation Operations to coordinate the acquisition and assessment of unmanned maritime systems. NOAA must coordinate with the Department of the Navy to leverage expertise in the development and operational transition of unmanned maritime systems. It may also coordinate with other federal agencies, the academic sector, and the private sector to maximize research opportunities and to support commercialization of unmanned maritime systems.","[{'label': 'specifically,', 'score': 0.7030166983604431}, {'label': 'specifically,', 'score': 0.17620106041431427}, {'label': 'further,', 'score': 0.16470082104206085}]"
"Palestinian and United Nations Anti-Terrorism Act of 2014 - States that it shall be U.S. policy to: (1) deny U.S. assistance to any entity or international organization that collaborates with Hamas until Hamas agrees to recognize Israel, renounces violence, disarms, and accepts prior Israeli-Palestinian agreements; (2) seek a negotiated settlement only if Hamas and any U.S.-designated terrorist groups are required to disarm entirely; and (3) provide security assistance to Israel. Considers any power-sharing government, including the current government, formed in connection with the April 23, 2014, agreement between the Palestinian Liberation Organization (PLO) and Hamas to be a &quot;Hamas-controlled Palestinian Authority (PA)&quot; and thus subject to specified restrictions under the Foreign Assistance Act of 1961. States that until the Secretary of State certifies to Congress that the United Nations Human Rights Council (UNHRC)'s agenda does not include a permanent item related to Israel or the Palestinian territories: (1) the U.S. contribution to the regular budget of the United Nations (U.N.) shall be reduced by a specified amount, (2) the Secretary shall not make a voluntary contribution to UNHRC, and (3) the United States shall not run for an UNHRC seat. Amends the Foreign Assistance Act of 1961 to prohibit U.S. contributions to the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) for programs in the West Bank and Gaza until the Secretary certifies to Congress that: no official, employee, consultant, or affiliate of UNRWA is a member of Hamas or any U.S.-designated terrorist group, or has propagated or incited anti-Israel or anti-Semitic rhetoric; no UNRWA facility or resource is being used by Hamas or an affiliated group for any purpose; UNRWA is subject to audits by an internationally recognized third party auditing firm and has implemented an oversight system to prevent the use of UNRWA resources by Hamas or any U.S.-designated terrorist group; and no recipient of UNRWA funds or loans is a member of Hamas or any U.S.-designated terrorist group. Authorizes the equivalent amount of all U.S. contributions withheld from the PA, UNHRC, and UNRWA under this Act to be provided to Israel for Iron Dome and other missile defense systems and for underground warfare training and technology.","[{'label': 'specifically,', 'score': 0.36709433794021606}, {'label': 'further,', 'score': 0.18376673758029938}, {'label': 'specifically,', 'score': 0.23012639582157135}, {'label': 'NAN', 'score': 'NAN'}, {'label': 'further,', 'score': 0.265245258808136}]"
